# Accelerometer Data File
# Started @Mon Jul 18 22:39:18 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
1.953 -1.019 0.354 10
2.318 -0.322 -1.284 10
2.888 0.097 -3.844 10
3.211 0.673 -3.727 10
2.898 1.381 -0.441 10
2.152 2.019 2.619 10
1.057 1.998 3.529 10
0.391 1.471 2.512 10
0.163 0.875 0.529 10
-0.172 0.193 -0.902 10
-0.663 -0.394 -1.14 10
-1.071 -1.105 -1.06 10
-1.334 -1.744 -1.747 10
-1.106 -1.819 -2.839 10
-0.702 -1.93 -4.788 10
-0.537 -1.393 -4.714 10
-0.664 -0.09 -2.372 10
-0.874 1.03 -0.178 10
-1.071 1.022 0.968 10
-1.214 0.222 1.991 10
-1.351 -0.515 2.999 10
-1.491 -1.162 2.113 10
-1.635 -3.433 -1.114 10
-2.023 -5.477 -3.907 10
-2.64 -6.058 -4.31 10
-2.781 -5.504 -2.801 10
-2.184 -4.178 -1.513 10
-1.0 -2.209 -1.715 10
0.107 -0.557 -1.104 10
0.726 0.825 -0.657 10
0.739 1.001 -0.522 10
0.114 -0.063 -1.832 10
-0.871 -1.367 -2.95 10
-1.559 -1.816 -2.922 10
-1.507 -1.419 -1.88 10
-0.977 -0.329 -1.244 10
-0.267 1.289 -0.542 10
0.5 2.909 0.39 10
1.131 4.049 1.299 10
1.414 4.601 1.721 10
1.445 4.537 1.928 10
1.197 4.127 1.856 10
0.819 3.654 1.705 10
0.401 3.305 1.612 10
0.024 3.121 1.632 10
-0.287 2.887 1.83 10
-0.431 2.598 1.932 10
-0.396 2.235 1.756 10
-0.167 1.959 1.02 10
0.142 1.755 0.366 10
0.507 1.252 0.304 10
0.904 0.644 0.428 10
1.305 0.157 0.791 10
1.743 -0.185 1.272 10
2.103 -0.348 1.429 10
2.324 -0.58 1.32 10
2.35 -0.513 1.163 10
2.244 -0.376 0.848 10
2.253 -0.442 0.599 10
2.156 -0.57 -0.08 10
1.872 -0.625 -0.46 10
1.159 -0.752 -0.354 10
0.25 -1.021 0.051 10
-0.403 -0.954 0.589 10
-0.742 -0.626 0.91 10
-1.013 -0.123 0.801 10
-1.342 0.526 0.48 10
-1.82 1.214 -0.024 10
-2.431 1.929 -0.763 10
-3.127 2.555 -1.867 10
-3.556 2.739 -3.12 10
-3.381 1.689 -3.722 10
-2.198 -0.082 -3.384 10
0.201 -0.763 -2.321 10
0.862 -1.497 -0.477 10
0.896 -1.864 1.241 10
0.772 -1.721 2.634 10
0.359 -1.428 3.603 10
-0.391 -1.113 3.476 10
-1.18 -0.838 2.137 10
-2.337 -1.349 -0.61 10
-2.733 -3.843 -3.626 10
-1.951 -5.699 -3.737 10
-0.989 -4.957 -1.812 10
-0.226 -3.039 1.428 10
-0.178 -2.054 3.785 10
-0.677 -2.004 4.397 10
-1.945 -3.062 0.855 10
-5.215 -4.54 -7.315 10
-4.659 -3.474 -2.067 10
-1.384 -2.264 2.569 10
1.098 -2.012 5.863 10
2.557 -1.259 7.587 10
2.913 -0.211 5.949 10
3.096 0.447 4.07 10
3.64 0.402 -0.103 10
4.637 0.44 -2.739 10
3.889 -0.086 -1.654 10
1.621 -1.758 0.415 10
0.511 -1.875 2.701 10
0.029 -0.653 3.99 10
-0.49 0.695 2.79 10
-0.45 1.996 1.158 10
-0.146 3.072 0.025 10
0.212 3.644 -1.028 10
0.587 3.693 -4.821 10
0.374 4.677 -5.692 10
-0.352 4.821 -1.848 10
-0.912 4.02 1.163 10
-1.346 4.178 0.306 10
-1.539 3.39 -0.681 10
-1.334 1.93 0.188 10
-0.821 1.074 1.255 10
-0.178 0.958 1.026 10
0.045 0.439 -2.015 10
0.351 -0.31 -7.054 10
1.609 0.702 -6.202 10
2.637 2.623 -1.048 10
2.218 3.679 2.176 10
1.281 3.251 3.381 10
1.17 2.65 3.224 10
1.458 2.333 2.582 10
1.579 0.842 -0.804 10
0.646 -2.146 -6.179 10
-0.176 -1.552 -1.941 10
0.452 -0.759 2.923 10
0.123 -1.606 2.054 10
0.541 -2.247 -2.107 10
1.392 -1.798 -2.5 10
2.89 -1.963 -1.224 10
3.351 -2.964 -3.144 10
1.172 -4.392 -3.114 10
-2.125 -4.582 -0.725 10
-2.999 -4.158 -0.989 10
-2.854 -5.431 -0.433 10
-3.284 -7.879 0.35 10
-3.559 -8.039 -0.477 10
-2.729 -3.331 -1.265 10
-1.413 0.509 -0.759 10
-1.185 2.096 -0.442 10
-1.748 2.878 -0.553 10
-2.857 2.857 -1.437 10
-3.735 1.416 -1.785 10
-3.629 -0.078 -1.804 10
-2.093 -0.621 -1.589 10
-0.35 -0.163 -2.025 10
0.994 0.758 -1.935 10
2.162 1.819 -0.948 10
3.178 2.698 0.249 10
3.808 3.548 1.526 10
4.022 4.443 2.838 10
3.801 5.24 3.416 10
3.274 5.621 3.393 10
2.576 5.507 3.244 10
1.819 5.094 3.031 10
1.007 4.283 2.883 10
0.165 3.424 2.724 10
-0.703 2.159 2.547 10
-1.564 0.711 2.025 10
-2.166 -0.368 0.969 10
-2.665 -1.064 -0.566 10
-2.614 -0.44 -1.992 10
-1.62 0.473 -2.629 10
-0.441 0.693 -2.073 10
0.697 0.52 -1.564 10
1.55 0.063 -1.39 10
2.101 -0.718 -1.148 10
2.658 -2.163 -0.542 10
3.177 -3.757 -0.367 10
3.411 -3.743 -0.537 10
2.88 -2.55 -0.94 10
1.17 -1.433 -0.674 10
-0.05 -0.135 -0.304 10
-0.769 0.843 0.035 10
-1.485 1.379 0.178 10
-2.051 1.5 0.117 10
-2.562 1.428 0.071 10
-3.314 1.293 -0.952 10
